WAFER_ID,LAYER,LOT,INSPECT_TIME,WDS_L_SIARC_DEP_ENTITY,WDS_L_SIARC_DEP_OPERATION,WDS_L_SIARC_DEP_WAFER_ENTITY_END_TIME,WDS_L_CHM_DEP_ENTITY,WDS_L_CHM_DEP_OPERATION,WDS_L_CHM_DEP_WAFER_ENTITY_END_TIME,WDS_L_SED_ENTITY,WDS_L_SED_OPERATION,WDS_L_SED_WAFER_ENTITY_END_TIME,WDS_L_SED_SUBENTITY_0,WDS_L_SED_SUBENTITY_0_BATCH_IDLE,WDS_L_SED_SUBENTITY_0_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_0_PROCESS_ORDER,WDS_L_SED_SUBENTITY_0_SEQUENCE,WDS_L_SED_SUBENTITY_0_UTILIZATION,WDS_L_SED_SUBENTITY_1,WDS_L_SED_SUBENTITY_1_BATCH_IDLE,WDS_L_SED_SUBENTITY_1_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_1_PROCESS_ORDER,WDS_L_SED_SUBENTITY_1_SEQUENCE,WDS_L_SED_SUBENTITY_1_UTILIZATION,WDS_L_SED_SUBENTITY_2,WDS_L_SED_SUBENTITY_2_BATCH_IDLE,WDS_L_SED_SUBENTITY_2_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_2_PROCESS_ORDER,WDS_L_SED_SUBENTITY_2_SEQUENCE,WDS_L_SED_SUBENTITY_2_UTILIZATION,WDS_L_SED_SUBENTITY_3,WDS_L_SED_SUBENTITY_3_BATCH_IDLE,WDS_L_SED_SUBENTITY_3_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_3_PROCESS_ORDER,WDS_L_SED_SUBENTITY_3_SEQUENCE,WDS_L_SED_SUBENTITY_3_UTILIZATION,WDS_L_SED_SUBENTITY_4,WDS_L_SED_SUBENTITY_4_BATCH_IDLE,WDS_L_SED_SUBENTITY_4_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_4_PROCESS_ORDER,WDS_L_SED_SUBENTITY_4_SEQUENCE,WDS_L_SED_SUBENTITY_4_UTILIZATION,WDS_L_SED_SUBENTITY_5,WDS_L_SED_SUBENTITY_5_BATCH_IDLE,WDS_L_SED_SUBENTITY_5_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_5_PROCESS_ORDER,WDS_L_SED_SUBENTITY_5_SEQUENCE,WDS_L_SED_SUBENTITY_5_UTILIZATION,WDS_L_SED_SUBENTITY_6,WDS_L_SED_SUBENTITY_6_BATCH_IDLE,WDS_L_SED_SUBENTITY_6_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_6_PROCESS_ORDER,WDS_L_SED_SUBENTITY_6_SEQUENCE,WDS_L_SED_SUBENTITY_6_UTILIZATION,WDS_L_SED_SUBENTITY_7,WDS_L_SED_SUBENTITY_7_BATCH_IDLE,WDS_L_SED_SUBENTITY_7_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_7_PROCESS_ORDER,WDS_L_SED_SUBENTITY_7_SEQUENCE,WDS_L_SED_SUBENTITY_7_UTILIZATION,WDS_L_SED_SUBENTITY_8,WDS_L_SED_SUBENTITY_8_BATCH_IDLE,WDS_L_SED_SUBENTITY_8_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_8_PROCESS_ORDER,WDS_L_SED_SUBENTITY_8_SEQUENCE,WDS_L_SED_SUBENTITY_8_UTILIZATION,WDS_L_SED_SUBENTITY_9,WDS_L_SED_SUBENTITY_9_BATCH_IDLE,WDS_L_SED_SUBENTITY_9_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_9_PROCESS_ORDER,WDS_L_SED_SUBENTITY_9_SEQUENCE,WDS_L_SED_SUBENTITY_9_UTILIZATION,WDS_L_SED_SUBENTITY_10,WDS_L_SED_SUBENTITY_10_BATCH_IDLE,WDS_L_SED_SUBENTITY_10_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_10_PROCESS_ORDER,WDS_L_SED_SUBENTITY_10_SEQUENCE,WDS_L_SED_SUBENTITY_10_UTILIZATION,WDS_L_SED_SUBENTITY_11,WDS_L_SED_SUBENTITY_11_BATCH_IDLE,WDS_L_SED_SUBENTITY_11_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_11_PROCESS_ORDER,WDS_L_SED_SUBENTITY_11_SEQUENCE,WDS_L_SED_SUBENTITY_11_UTILIZATION,WDS_L_SED_SUBENTITY_12,WDS_L_SED_SUBENTITY_12_BATCH_IDLE,WDS_L_SED_SUBENTITY_12_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_12_PROCESS_ORDER,WDS_L_SED_SUBENTITY_12_SEQUENCE,WDS_L_SED_SUBENTITY_12_UTILIZATION,WDS_L_SED_SUBENTITY_13,WDS_L_SED_SUBENTITY_13_BATCH_IDLE,WDS_L_SED_SUBENTITY_13_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_13_PROCESS_ORDER,WDS_L_SED_SUBENTITY_13_SEQUENCE,WDS_L_SED_SUBENTITY_13_UTILIZATION,WDS_L_SED_SUBENTITY_14,WDS_L_SED_SUBENTITY_14_BATCH_IDLE,WDS_L_SED_SUBENTITY_14_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_14_PROCESS_ORDER,WDS_L_SED_SUBENTITY_14_SEQUENCE,WDS_L_SED_SUBENTITY_14_UTILIZATION,WDS_E_HM_ETCH_ENTITY,WDS_E_HM_ETCH_OPERATION,WDS_E_HM_ETCH_WAFER_ENTITY_END_TIME,WDS_E_HM_ETCH_SUBENTITY_0,WDS_E_HM_ETCH_SUBENTITY_0_BATCH_IDLE,WDS_E_HM_ETCH_SUBENTITY_0_PRIOR_ALIAS,WDS_E_HM_ETCH_SUBENTITY_0_PROCESS_ORDER,WDS_E_HM_ETCH_SUBENTITY_0_SEQUENCE,WDS_E_HM_ETCH_SUBENTITY_0_UTILIZATION,WDS_W_HM_CLN_ENTITY,WDS_W_HM_CLN_OPERATION,WDS_W_HM_CLN_WAFER_ENTITY_END_TIME,WDS_W_HM_CLN_SUBENTITY_0,WDS_W_HM_CLN_SUBENTITY_0_BATCH_IDLE,WDS_W_HM_CLN_SUBENTITY_0_PRIOR_ALIAS,WDS_W_HM_CLN_SUBENTITY_0_PROCESS_ORDER,WDS_W_HM_CLN_SUBENTITY_0_SEQUENCE,WDS_W_HM_CLN_SUBENTITY_0_UTILIZATION
5DXXQ447MVF0,8M5CL,D6242920,2026-09-13 00:54:04,TBF447,173452.0,2026-09-12 20:56:38.723,TBF445,173451.0,2026-09-12 20:42:49.045,SNY510,269853.0,2026-09-12 21:35:15.567,SNY510_ADEV141,0.045,L_8M5_SED,1.0,3711.0,0.379,SNY510_CADH1321,0.002,L_8M5_SED,1.0,8019.0,0.805,SNY510_CHK1,0.005,L_8M5_SED,2.0,33263.0,0.606,SNY510_COT131,0.022,L_8M5_SED,1.0,16143.0,0.76,SNY510_CPHP1314,0.023,L_8M5_SED,1.0,10723.0,0.765,SNY510_CPHP1326,0.031,L_8M5_SED,1.0,10536.0,0.735,SNY510_CPHP1415,0.02,L_8M5_SED,1.0,3769.0,0.443,SNY510_ICPL308,0.009,L_8M5_SED,1.0,11320.0,0.744,SNY510_ITC134,0.032,L_8M5_SED,1.0,16052.0,0.748,SNY510_PIR3022,0.008,L_8M5_SED,1.0,16348.0,0.569,SNY510_SCPL1331,0.006,L_8M5_SED,1.0,16152.0,0.692,SNY510_SCPL1334,0.022,L_8M5_SED,1.0,16051.0,0.754,SNY510_SCPL1431,0.029,L_8M5_SED,1.0,5689.0,0.449,SNY510_SRS3015,0.002,L_8M5_SED,1.0,13200.0,0.789,TNP510,-0.392,L_8M5_SED,2.0,34257.0,3.307,AME425,263067.0,2026-09-12 23:18:21.721,AME425_A2,2.1,E_8M5_HM_ETCH,11.0,2020.0,0.429,LEO425,279389.0,2026-09-12 23:43:08.109,LEO425_SPN18,0.004,W_8M3_HM2_CLN,1.0,556.0,0.364
MCQXL340WAB4,8M6CL,D6204430,2026-09-13 00:25:47,TBF448,174943.0,2026-09-12 19:54:51.715,TBF450,174938.0,2026-09-12 19:32:29.021,SNY512,277586.0,2026-09-12 21:02:44.712,SNY512_ADEV152,0.118,L_8M7_SED,1.0,658.0,0.506,SNY512_CADH1111,0.164,L_8M7_SED,1.0,1474.0,0.925,SNY512_CHK1,0.059,L_8M7_SED,1.0,5885.0,0.769,SNY512_COT111,0.166,L_8M7_SED,1.0,2950.0,0.854,SNY512_CPHP1114,0.168,L_8M7_SED,1.0,1966.0,0.876,SNY512_CPHP1116,0.174,L_8M7_SED,1.0,1965.0,0.888,SNY512_CPHP1526,0.082,L_8M7_SED,1.0,653.0,0.581,SNY512_ICPL306,0.072,L_8M7_SED,1.0,1999.0,0.825,SNY512_ITC114,0.178,L_8M7_SED,1.0,2950.0,0.884,SNY512_PIR3021,0.062,L_8M7_SED,1.0,2945.0,0.733,SNY512_SCPL1131,0.168,L_8M7_SED,1.0,2950.0,0.906,SNY512_SCPL1134,0.17,L_8M7_SED,1.0,2950.0,0.886,SNY512_SCPL1531,0.097,L_8M7_SED,1.0,989.0,0.603,SNY512_SRS3012,0.101,L_8M7_SED,1.0,1470.0,0.795,TNP512,-0.23,L_8M7_SED,1.0,5936.0,2.608,AME423,256528.0,2026-09-12 22:39:13.708,AME423_A2,1.072,E_M6_HM_ETCH,8.0,557.0,0.472,LEO471,279390.0,2026-09-12 23:53:54.042,LEO471_SPN16,0.026,,1.0,603.0,0.576
MCQXL361WAA0,8M6CL,D6204430,2026-09-13 00:25:47,TBF448,174943.0,2026-09-12 19:54:22.566,TBF450,174938.0,2026-09-12 19:32:43.603,SNY512,277586.0,2026-09-12 21:02:34.117,SNY512_ADEV162,0.093,L_8M7_SED,1.0,656.0,0.525,SNY512_CADH1112,0.157,L_8M7_SED,1.0,1472.0,0.928,SNY512_CHK1,0.059,L_8M7_SED,2.0,5886.0,0.769,SNY512_COT112,0.164,L_8M7_SED,1.0,2949.0,0.856,SNY512_CPHP1123,0.164,L_8M7_SED,1.0,1965.0,0.876,SNY512_CPHP1126,0.175,L_8M7_SED,1.0,1966.0,0.889,SNY512_CPHP1626,0.084,L_8M7_SED,1.0,651.0,0.59,SNY512_ICPL307,0.076,L_8M7_SED,1.0,1984.0,0.825,SNY512_ITC113,0.179,L_8M7_SED,1.0,2949.0,0.886,SNY512_PIR3022,0.063,L_8M7_SED,1.0,2942.0,0.74,SNY512_SCPL1132,0.162,L_8M7_SED,1.0,2949.0,0.907,SNY512_SCPL1133,0.174,L_8M7_SED,1.0,2949.0,0.884,SNY512_SCPL1631,0.076,L_8M7_SED,1.0,986.0,0.618,SNY512_SRS3013,0.098,L_8M7_SED,1.0,1461.0,0.785,TNP512,-0.23,L_8M7_SED,2.0,5937.0,2.608,AME423,256528.0,2026-09-12 22:59:48.204,AME423_A2,1.072,E_M6_HM_ETCH,15.0,564.0,0.472,LEO471,279390.0,2026-09-13 00:00:00.510,LEO471_SPN18,0.005,W_8BV3_ES_CLN1,2.0,587.0,0.596
MCQXL392WAD0,8M6CL,D6204430,2026-09-13 00:25:47,TBF448,174943.0,2026-09-12 19:54:32.363,TBF450,174938.0,2026-09-12 19:32:00.339,SNY512,277586.0,2026-09-12 21:02:39.192,SNY512_ADEV141,0.116,L_8M7_SED,1.0,655.0,0.517,SNY512_CADH1121,0.15,L_8M7_SED,1.0,1477.0,0.929,SNY512_CHK1,0.059,L_8M7_SED,3.0,5887.0,0.769,SNY512_COT111,0.166,L_8M7_SED,2.0,2951.0,0.854,SNY512_CPHP1113,0.165,L_8M7_SED,1.0,1969.0,0.874,SNY512_CPHP1115,0.176,L_8M7_SED,1.0,1969.0,0.891,SNY512_CPHP1416,0.104,L_8M7_SED,1.0,653.0,0.581,SNY512_ICPL308,0.093,L_8M7_SED,1.0,1970.0,0.828,SNY512_ITC114,0.178,L_8M7_SED,2.0,2951.0,0.884,SNY512_PIR3021,0.062,L_8M7_SED,2.0,2946.0,0.733,SNY512_SCPL1131,0.168,L_8M7_SED,2.0,2951.0,0.906,SNY512_SCPL1134,0.17,L_8M7_SED,2.0,2951.0,0.886,SNY512_SCPL1432,0.096,L_8M7_SED,1.0,980.0,0.607,SNY512_SRS3014,0.103,L_8M7_SED,1.0,1453.0,0.784,TNP512,-0.23,L_8M7_SED,3.0,5938.0,2.608,AME423,256528.0,2026-09-12 22:27:24.088,AME423_A2,1.072,E_M6_HM_ETCH,4.0,553.0,0.472,LEO471,279390.0,2026-09-12 23:58:28.809,LEO471_SPN03,0.027,W_8BV3_ES_CLN1,1.0,635.0,0.595
MCQXL393WAH2,8M6CL,D6204430,2026-09-13 00:25:47,TBF448,174943.0,2026-09-12 19:54:37.261,TBF450,174938.0,2026-09-12 19:32:09.812,SNY512,277586.0,2026-09-12 21:02:56.972,SNY512_ADEV153,0.105,L_8M7_SED,1.0,655.0,0.521,SNY512_CADH1122,0.143,L_8M7_SED,1.0,1478.0,0.932,SNY512_CHK1,0.059,L_8M7_SED,4.0,5888.0,0.769,SNY512_COT112,0.164,L_8M7_SED,2.0,2950.0,0.856,SNY512_CPHP1114,0.168,L_8M7_SED,2.0,1967.0,0.876,SNY512_CPHP1116,0.174,L_8M7_SED,2.0,1966.0,0.888,SNY512_CPHP1515,0.085,L_8M7_SED,1.0,659.0,0.575,SNY512_ICPL306,0.072,L_8M7_SED,2.0,2000.0,0.825,SNY512_ITC113,0.179,L_8M7_SED,2.0,2950.0,0.886,SNY512_PIR3022,0.063,L_8M7_SED,2.0,2943.0,0.74,SNY512_SCPL1132,0.162,L_8M7_SED,2.0,2950.0,0.907,SNY512_SCPL1133,0.174,L_8M7_SED,2.0,2950.0,0.884,SNY512_SCPL1532,0.08,L_8M7_SED,1.0,981.0,0.616,SNY512_SRS3011,0.107,L_8M7_SED,1.0,1491.0,0.787,TNP512,-0.23,L_8M7_SED,4.0,5939.0,2.608,AME423,256528.0,2026-09-12 22:42:09.346,AME423_A2,1.072,E_M6_HM_ETCH,9.0,558.0,0.472,LEO471,279390.0,2026-09-12 23:55:54.297,LEO471_SPN14,0.002,,2.0,601.0,0.568
A2MHP155SLE1,8M5CL,D6254010,2026-09-12 23:56:42,TBF457,173452.0,2026-09-12 19:07:54.907,TBF445,173451.0,2026-09-12 18:48:32.263,SNY510,269853.0,2026-09-12 20:41:43.792,SNY510_ADEV141,0.238,L_8BAV_SED,1.0,3699.0,0.382,SNY510_CADH1321,0.094,L_8BAV_SED,1.0,7992.0,0.794,SNY510_CHK1,0.209,L_8BAV_SED,1.0,33155.0,0.611,SNY510_COT131,0.075,L_8BAV_SED,1.0,16089.0,0.748,SNY510_CPHP1314,0.077,L_8BAV_SED,1.0,10687.0,0.754,SNY510_CPHP1326,0.055,L_8BAV_SED,1.0,10500.0,0.724,SNY510_CPHP1415,0.227,L_8BAV_SED,1.0,3757.0,0.437,SNY510_ICPL308,0.01,L_8BAV_SED,1.0,11284.0,0.706,SNY510_ITC134,0.066,L_8BAV_SED,1.0,15998.0,0.736,SNY510_PIR3022,0.213,L_8BAV_SED,1.0,16294.0,0.57,SNY510_SCPL1331,0.077,L_8BAV_SED,1.0,16098.0,0.68,SNY510_SCPL1334,0.077,L_8BAV_SED,1.0,15997.0,0.741,SNY510_SCPL1431,0.226,L_8BAV_SED,1.0,5671.0,0.446,SNY510_SRS3015,0.011,L_8BAV_SED,1.0,13146.0,0.765,TNP510,-0.421,L_8BAV_SED,1.0,34149.0,3.344,AME427,263067.0,2026-09-12 22:38:29.955,AME427_A2,0.124,E_8M6_HM_ETCH,12.0,1298.0,0.223,LEO425,279389.0,2026-09-12 22:55:18.109,LEO425_SPN22,0.203,W_8M3_HM2_CLN,2.0,552.0,0.355
A2MHP157SLF2,8M5CL,D6254010,2026-09-12 23:56:42,TBF457,173452.0,2026-09-12 19:07:50.401,TBF445,173451.0,2026-09-12 18:48:27.526,SNY510,269853.0,2026-09-12 20:41:48.303,SNY510_ADEV151,0.238,L_8BAV_SED,1.0,3707.0,0.396,SNY510_CADH1322,0.081,L_8BAV_SED,1.0,7932.0,0.793,SNY510_CHK1,0.209,L_8BAV_SED,2.0,33156.0,0.611,SNY510_COT132,0.073,L_8BAV_SED,1.0,15987.0,0.744,SNY510_CPHP1315,0.044,L_8BAV_SED,1.0,10671.0,0.728,SNY510_CPHP1323,0.072,L_8BAV_SED,1.0,10606.0,0.756,SNY510_CPHP1516,0.228,L_8BAV_SED,1.0,3699.0,0.474,SNY510_ICPL306,0.01,L_8BAV_SED,1.0,11501.0,0.734,SNY510_ITC133,0.058,L_8BAV_SED,1.0,16098.0,0.736,SNY510_PIR3021,0.212,L_8BAV_SED,1.0,16424.0,0.578,SNY510_SCPL1332,0.072,L_8BAV_SED,1.0,15996.0,0.674,SNY510_SCPL1333,0.08,L_8BAV_SED,1.0,16097.0,0.742,SNY510_SCPL1532,0.221,L_8BAV_SED,1.0,5562.0,0.476,SNY510_SRS3014,0.012,L_8BAV_SED,1.0,13265.0,0.765,TNP510,-0.421,L_8BAV_SED,2.0,34150.0,3.344,AME427,263067.0,2026-09-12 22:38:26.156,AME427_A1,0.124,E_8M6_HM_ETCH,12.0,2515.0,0.408,LEO425,279389.0,2026-09-12 22:53:24.709,LEO425_SPN18,0.174,W_M2Q_HTCHM_CLN,1.0,550.0,0.367
A2GYQ060SLG2,8M5CL,D6215220,2026-09-12 23:25:10,TBF447,173452.0,2026-09-12 10:38:49.415,TBF455,173451.0,2026-09-12 10:23:55.424,SNY512,277246.0,2026-09-12 18:17:49.958,SNY512_ADEV161,0.067,L_8M8_SED,1.0,602.0,0.482,SNY512_CADH1122,0.002,L_8M8_SED,1.0,1356.0,0.865,SNY512_CHK1,0.021,L_8M8_SED,1.0,5394.0,0.703,SNY512_COT112,0.027,L_8M8_SED,1.0,2710.0,0.802,SNY512_CPHP1113,0.025,L_8M8_SED,1.0,1810.0,0.818,SNY512_CPHP1115,0.02,L_8M8_SED,1.0,1812.0,0.823,SNY512_CPHP1616,0.052,L_8M8_SED,1.0,601.0,0.549,SNY512_ICPL307,0.01,L_8M8_SED,1.0,1822.0,0.749,SNY512_ITC113,0.021,L_8M8_SED,1.0,2713.0,0.817,SNY512_PIR3022,0.024,L_8M8_SED,1.0,2695.0,0.692,SNY512_SCPL1132,0.006,L_8M8_SED,1.0,2709.0,0.845,SNY512_SCPL1133,0.022,L_8M8_SED,1.0,2712.0,0.822,SNY512_SCPL1632,0.049,L_8M8_SED,1.0,896.0,0.577,SNY512_SRS3011,0.033,L_8M8_SED,1.0,1372.0,0.729,TNP512,-0.344,L_8M8_SED,1.0,5451.0,2.307,AME419,263067.0,2026-09-12 20:16:22.141,AME419_C1,0.808,E_8M6_HM_ETCH,3.0,397.0,0.532,LEO441,279389.0,2026-09-12 21:00:43.596,LEO441_SPN02,0.505,W_8BM1_ES_CLN,1.0,1393.0,0.321
A2GYQ068SLD3,8M5CL,D6215220,2026-09-12 23:25:10,TBF447,173452.0,2026-09-12 10:38:11.263,TBF455,173451.0,2026-09-12 10:23:27.204,SNY512,277246.0,2026-09-12 18:18:20.741,SNY512_ADEV141,0.066,L_8M8_SED,1.0,599.0,0.489,SNY512_CADH1111,0.002,L_8M8_SED,1.0,1354.0,0.864,SNY512_CHK1,0.021,L_8M8_SED,2.0,5395.0,0.703,SNY512_COT111,0.027,L_8M8_SED,1.0,2712.0,0.804,SNY512_CPHP1114,0.028,L_8M8_SED,1.0,1808.0,0.819,SNY512_CPHP1116,0.021,L_8M8_SED,1.0,1809.0,0.822,SNY512_CPHP1416,0.046,L_8M8_SED,1.0,598.0,0.542,SNY512_ICPL308,0.013,L_8M8_SED,1.0,1811.0,0.749,SNY512_ITC114,0.021,L_8M8_SED,1.0,2716.0,0.82,SNY512_PIR3021,0.024,L_8M8_SED,1.0,2700.0,0.672,SNY512_SCPL1131,0.006,L_8M8_SED,1.0,2711.0,0.847,SNY512_SCPL1134,0.022,L_8M8_SED,1.0,2715.0,0.827,SNY512_SCPL1432,0.05,L_8M8_SED,1.0,897.0,0.567,SNY512_SRS3012,0.031,L_8M8_SED,1.0,1351.0,0.723,TNP512,-0.344,L_8M8_SED,2.0,5452.0,2.307,AME419,263067.0,2026-09-12 20:45:07.593,AME419_C2,0.866,E_8M6_HM_ETCH,11.0,380.0,0.598,LEO441,279389.0,2026-09-12 21:01:12.631,LEO441_SPN14,0.457,W_8BM1_ES_CLN,1.0,1211.0,0.292
5DXOY739MVE4,8M5CL,D614EAN0,2026-09-12 18:15:00,TBF447,173452.0,2026-09-12 10:04:36.335,TBF444,173451.0,2026-09-12 09:52:37.823,SNY512,269853.0,2026-09-12 14:41:05.382,SNY512_ADEV161,0.095,L_8BCN_SED,1.0,580.0,0.438,SNY512_CADH1122,0.002,L_8BCN_SED,1.0,1304.0,0.753,SNY512_CHK1,0.032,L_8BCN_SED,1.0,5202.0,0.624,SNY512_COT112,0.013,L_8BCN_SED,1.0,2607.0,0.706,SNY512_CPHP1113,0.012,L_8BCN_SED,1.0,1742.0,0.717,SNY512_CPHP1116,0.019,L_8BCN_SED,1.0,1741.0,0.71,SNY512_CPHP1616,0.08,L_8BCN_SED,1.0,580.0,0.488,SNY512_ICPL307,0.035,L_8BCN_SED,1.0,1759.0,0.654,SNY512_ITC113,0.022,L_8BCN_SED,1.0,2612.0,0.703,SNY512_PIR3022,0.036,L_8BCN_SED,1.0,2599.0,0.602,SNY512_SCPL1132,0.006,L_8BCN_SED,1.0,2606.0,0.736,SNY512_SCPL1133,0.006,L_8BCN_SED,1.0,2611.0,0.714,SNY512_SCPL1631,0.059,L_8BCN_SED,1.0,871.0,0.517,SNY512_SRS3014,0.044,L_8BCN_SED,1.0,1282.0,0.617,TNP512,-0.297,L_8BCN_SED,1.0,5257.0,1.872,AME401,263067.0,2026-09-12 16:38:07.328,AME401_A1,0.727,E_8M7_HM_ETCH,9.0,4805.0,0.459,LEO471,279389.0,2026-09-12 17:06:54.624,LEO471_SPN02,0.002,W_8M10_HM_CLN,1.0,1292.0,0.744
5DXOY739MVE4,8M6CL,D614EAN0,2026-09-14 03:00:12,TBF442,174943.0,2026-09-14 00:04:52.363000,TBF455,174938.0,2026-09-13 23:45:56.789000,SNV440,273658.0,2026-09-14 00:34:57.242000,SNV440_CADH433,0.275,L_8M6_SED,1.0,739.0,0.438,SNV440_CHK1,0.23,L_8M6_SED,1.0,5373.0,0.399,SNV440_COT43,0.223,L_8M6_SED,1.0,2759.0,0.501,SNV440_COT64,0.19,L_8M6_SED,1.0,2710.0,0.491,SNV440_CPRP323,0.23,L_8M6_SED,1.0,1204.0,0.394,SNV440_CPRP434,0.243,L_8M6_SED,1.0,986.0,0.452,SNV440_CPRP611,0.213,L_8M6_SED,1.0,803.0,0.407,SNV440_DEV36,0.232,L_8M6_SED,1.0,1171.0,0.393,SNV440_PIR83,0.241,L_8M6_SED,1.0,1345.0,0.343,SNV440_SCPL223,0.241,L_8M6_SED,1.0,1985.0,0.495,SNV440_SCPL341,0.23,L_8M6_SED,1.0,1833.0,0.402,SNV440_SCPL743,0.2,L_8M6_SED,1.0,1916.0,0.469,SNV440_SRS87,0.205,L_8M6_SED,1.0,1790.0,0.51,TNV440,-0.067,L_8M6_SED,1.0,6009.0,2.001,,,,,,,AME417,256528.0,2026-09-14 01:57:58.457000,AME417_A1,2.384,E_8BM0_HM_ETCH,9.0,600.0,0.506,LEO471,279390.0,2026-09-14 02:22:44.499000,LEO471_SPN08,0.4,W_8M14_HM_CLN,1.0,490.0,0.355
5DXOY745MVG6,8M6CL,D614EAN0,2026-09-14 03:00:12,TBF442,174943.0,2026-09-14 00:03:40.219000,TBF455,174938.0,2026-09-13 23:45:13.022000,SNV440,273658.0,2026-09-14 00:35:25.755000,SNV440_CADH411,0.265,L_8M6_SED,1.0,744.0,0.44,SNV440_CHK1,0.23,L_8M6_SED,2.0,5374.0,0.399,SNV440_COT44,0.224,L_8M6_SED,1.0,2754.0,0.504,SNV440_COT63,0.189,L_8M6_SED,1.0,2722.0,0.488,SNV440_CPRP324,0.224,L_8M6_SED,1.0,1203.0,0.395,SNV440_CPRP435,0.243,L_8M6_SED,1.0,988.0,0.449,SNV440_CPRP612,0.214,L_8M6_SED,1.0,803.0,0.404,SNV440_DEV31,0.229,L_8M6_SED,1.0,1171.0,0.397,SNV440_PIR84,0.241,L_8M6_SED,1.0,1348.0,0.337,SNV440_SCPL224,0.238,L_8M6_SED,1.0,1983.0,0.495,SNV440_SCPL342,0.229,L_8M6_SED,1.0,1835.0,0.414,SNV440_SCPL744,0.197,L_8M6_SED,1.0,1921.0,0.473,SNV440_SRS88,0.204,L_8M6_SED,1.0,1783.0,0.514,TNV440,-0.067,L_8M6_SED,2.0,6010.0,2.001,,,,,,,AME417,256528.0,2026-09-14 01:46:03.099000,AME417_A2,2.384,E_8BM0_HM_ETCH,5.0,567.0,0.465,LEO471,279390.0,2026-09-14 02:22:34.874000,LEO471_SPN12,0.428,W_8M14_HM_CLN,1.0,471.0,0.319
5DXOY751MVB5,8M6CL,D614EAN0,2026-09-14 03:00:12,TBF442,174943.0,2026-09-14 00:05:59.179000,TBF455,174938.0,2026-09-13 23:47:15.160000,SNV440,273658.0,2026-09-14 00:35:53.859000,SNV440_CADH412,0.261,L_8M6_SED,1.0,748.0,0.442,SNV440_CHK1,0.23,L_8M6_SED,3.0,5375.0,0.399,SNV440_COT43,0.223,L_8M6_SED,2.0,2760.0,0.501,SNV440_COT64,0.19,L_8M6_SED,2.0,2711.0,0.491,SNV440_CPRP414,0.24,L_8M6_SED,1.0,995.0,0.455,SNV440_CPRP515,0.264,L_8M6_SED,1.0,582.0,0.292,SNV440_CPRP614,0.214,L_8M6_SED,1.0,803.0,0.406,SNV440_DEV51,0.242,L_8M6_SED,1.0,884.0,0.348,SNV440_PIR89,0.246,L_8M6_SED,1.0,1340.0,0.338,SNV440_SCPL225,0.23,L_8M6_SED,1.0,1982.0,0.493,SNV440_SCPL233,0.235,L_8M6_SED,1.0,1783.0,0.381,SNV440_SCPL745,0.198,L_8M6_SED,1.0,1916.0,0.465,SNV440_SRS86,0.205,L_8M6_SED,1.0,1794.0,0.516,TNV440,-0.067,L_8M6_SED,3.0,6011.0,2.001,,,,,,,AME417,256528.0,2026-09-14 02:07:11.482000,AME417_A2,2.384,E_8BM0_HM_ETCH,12.0,574.0,0.465,LEO471,279390.0,2026-09-14 02:24:56.778000,LEO471_SPN10,0.432,W_8M14_HM_CLN,2.0,479.0,0.294
