WAFER_ID,LAYER,LOT,INSPECT_TIME,WDS_L_SIARC_DEP_ENTITY,WDS_L_SIARC_DEP_OPERATION,WDS_L_SIARC_DEP_WAFER_ENTITY_END_TIME,WDS_L_CHM_DEP_ENTITY,WDS_L_CHM_DEP_OPERATION,WDS_L_CHM_DEP_WAFER_ENTITY_END_TIME,WDS_L_SED_ENTITY,WDS_L_SED_OPERATION,WDS_L_SED_WAFER_ENTITY_END_TIME,WDS_L_SED_SUBENTITY_0,WDS_L_SED_SUBENTITY_0_BATCH_IDLE,WDS_L_SED_SUBENTITY_0_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_0_PROCESS_ORDER,WDS_L_SED_SUBENTITY_0_SEQUENCE,WDS_L_SED_SUBENTITY_0_UTILIZATION,WDS_L_SED_SUBENTITY_1,WDS_L_SED_SUBENTITY_1_BATCH_IDLE,WDS_L_SED_SUBENTITY_1_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_1_PROCESS_ORDER,WDS_L_SED_SUBENTITY_1_SEQUENCE,WDS_L_SED_SUBENTITY_1_UTILIZATION,WDS_L_SED_SUBENTITY_2,WDS_L_SED_SUBENTITY_2_BATCH_IDLE,WDS_L_SED_SUBENTITY_2_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_2_PROCESS_ORDER,WDS_L_SED_SUBENTITY_2_SEQUENCE,WDS_L_SED_SUBENTITY_2_UTILIZATION,WDS_L_SED_SUBENTITY_3,WDS_L_SED_SUBENTITY_3_BATCH_IDLE,WDS_L_SED_SUBENTITY_3_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_3_PROCESS_ORDER,WDS_L_SED_SUBENTITY_3_SEQUENCE,WDS_L_SED_SUBENTITY_3_UTILIZATION,WDS_L_SED_SUBENTITY_4,WDS_L_SED_SUBENTITY_4_BATCH_IDLE,WDS_L_SED_SUBENTITY_4_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_4_PROCESS_ORDER,WDS_L_SED_SUBENTITY_4_SEQUENCE,WDS_L_SED_SUBENTITY_4_UTILIZATION,WDS_L_SED_SUBENTITY_5,WDS_L_SED_SUBENTITY_5_BATCH_IDLE,WDS_L_SED_SUBENTITY_5_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_5_PROCESS_ORDER,WDS_L_SED_SUBENTITY_5_SEQUENCE,WDS_L_SED_SUBENTITY_5_UTILIZATION,WDS_L_SED_SUBENTITY_6,WDS_L_SED_SUBENTITY_6_BATCH_IDLE,WDS_L_SED_SUBENTITY_6_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_6_PROCESS_ORDER,WDS_L_SED_SUBENTITY_6_SEQUENCE,WDS_L_SED_SUBENTITY_6_UTILIZATION,WDS_L_SED_SUBENTITY_7,WDS_L_SED_SUBENTITY_7_BATCH_IDLE,WDS_L_SED_SUBENTITY_7_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_7_PROCESS_ORDER,WDS_L_SED_SUBENTITY_7_SEQUENCE,WDS_L_SED_SUBENTITY_7_UTILIZATION,WDS_L_SED_SUBENTITY_8,WDS_L_SED_SUBENTITY_8_BATCH_IDLE,WDS_L_SED_SUBENTITY_8_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_8_PROCESS_ORDER,WDS_L_SED_SUBENTITY_8_SEQUENCE,WDS_L_SED_SUBENTITY_8_UTILIZATION,WDS_L_SED_SUBENTITY_9,WDS_L_SED_SUBENTITY_9_BATCH_IDLE,WDS_L_SED_SUBENTITY_9_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_9_PROCESS_ORDER,WDS_L_SED_SUBENTITY_9_SEQUENCE,WDS_L_SED_SUBENTITY_9_UTILIZATION,WDS_L_SED_SUBENTITY_10,WDS_L_SED_SUBENTITY_10_BATCH_IDLE,WDS_L_SED_SUBENTITY_10_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_10_PROCESS_ORDER,WDS_L_SED_SUBENTITY_10_SEQUENCE,WDS_L_SED_SUBENTITY_10_UTILIZATION,WDS_L_SED_SUBENTITY_11,WDS_L_SED_SUBENTITY_11_BATCH_IDLE,WDS_L_SED_SUBENTITY_11_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_11_PROCESS_ORDER,WDS_L_SED_SUBENTITY_11_SEQUENCE,WDS_L_SED_SUBENTITY_11_UTILIZATION,WDS_L_SED_SUBENTITY_12,WDS_L_SED_SUBENTITY_12_BATCH_IDLE,WDS_L_SED_SUBENTITY_12_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_12_PROCESS_ORDER,WDS_L_SED_SUBENTITY_12_SEQUENCE,WDS_L_SED_SUBENTITY_12_UTILIZATION,WDS_L_SED_SUBENTITY_13,WDS_L_SED_SUBENTITY_13_BATCH_IDLE,WDS_L_SED_SUBENTITY_13_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_13_PROCESS_ORDER,WDS_L_SED_SUBENTITY_13_SEQUENCE,WDS_L_SED_SUBENTITY_13_UTILIZATION,WDS_L_SED_SUBENTITY_14,WDS_L_SED_SUBENTITY_14_BATCH_IDLE,WDS_L_SED_SUBENTITY_14_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_14_PROCESS_ORDER,WDS_L_SED_SUBENTITY_14_SEQUENCE,WDS_L_SED_SUBENTITY_14_UTILIZATION,WDS_E_HM_ETCH_ENTITY,WDS_E_HM_ETCH_OPERATION,WDS_E_HM_ETCH_WAFER_ENTITY_END_TIME,WDS_E_HM_ETCH_SUBENTITY_0,WDS_E_HM_ETCH_SUBENTITY_0_BATCH_IDLE,WDS_E_HM_ETCH_SUBENTITY_0_PRIOR_ALIAS,WDS_E_HM_ETCH_SUBENTITY_0_PROCESS_ORDER,WDS_E_HM_ETCH_SUBENTITY_0_SEQUENCE,WDS_E_HM_ETCH_SUBENTITY_0_UTILIZATION,WDS_W_HM_CLN_ENTITY,WDS_W_HM_CLN_OPERATION,WDS_W_HM_CLN_WAFER_ENTITY_END_TIME,WDS_W_HM_CLN_SUBENTITY_0,WDS_W_HM_CLN_SUBENTITY_0_BATCH_IDLE,WDS_W_HM_CLN_SUBENTITY_0_PRIOR_ALIAS,WDS_W_HM_CLN_SUBENTITY_0_PROCESS_ORDER,WDS_W_HM_CLN_SUBENTITY_0_SEQUENCE,WDS_W_HM_CLN_SUBENTITY_0_UTILIZATION
A2DWL034SLD5,8M5CL,D6215310,2026-09-04 07:09:15,TBF442,173452.0,2026-09-03 01:56:11.136000,TBF444,173451.0,2026-09-03 01:25:10.930000,SNY512,277246.0,2026-09-03 16:35:24.530000,SNY512_ADEV142,0.064,L_8M5_SED,1.0,358.0,0.268,SNY512_CADH1121,0.002,L_8M5_SED,1.0,801.0,0.495,SNY512_CHK1,0.003,L_8M5_SED,2.0,3144.0,0.44,SNY512_COT111,0.014,L_8M5_SED,1.0,1620.0,0.452,SNY512_CPHP1113,0.005,L_8M5_SED,1.0,1084.0,0.467,SNY512_CPHP1115,0.004,L_8M5_SED,1.0,1088.0,0.463,SNY512_CPHP1416,0.064,L_8M5_SED,1.0,354.0,0.318,SNY512_ICPL306,0.02,L_8M5_SED,1.0,1155.0,0.456,SNY512_ITC113,0.005,L_8M5_SED,1.0,1622.0,0.461,SNY512_PIR3021,0.008,L_8M5_SED,1.0,1587.0,0.415,SNY512_SCPL1131,0.006,L_8M5_SED,1.0,1623.0,0.481,SNY512_SCPL1133,0.006,L_8M5_SED,1.0,1621.0,0.469,SNY512_SCPL1432,0.035,L_8M5_SED,1.0,529.0,0.33,SNY512_SRS3012,0.026,L_8M5_SED,1.0,797.0,0.425,TNP512,-0.331,L_8M5_SED,2.0,3389.0,1.572,AME403,263067.0,2026-09-04 05:31:19.463000,AME403_B1,0.777,E_8M9_HM_ETCH,4.0,383.0,0.463,LEO431,279389.0,2026-09-04 06:12:10.366000,LEO431_SPN12,0.078,W_8M6_HMR,1.0,3864.0,0.553
MCQLP011WAE5,8M5CL,D6204420,2026-09-04 06:30:19,TBF457,173452.0,2026-09-04 01:01:17.291000,TBF445,173451.0,2026-09-04 00:46:28.415000,SNY512,277246.0,2026-09-04 02:11:51.234000,SNY512_ADEV142,0.112,L_8M5_SED,1.0,371.0,0.36,SNY512_CADH1112,0.002,L_8M5_SED,1.0,839.0,0.827,SNY512_CHK1,0.077,L_8M5_SED,1.0,3266.0,0.602,SNY512_COT112,0.027,L_8M5_SED,1.0,1657.0,0.752,SNY512_CPHP1123,0.025,L_8M5_SED,1.0,1096.0,0.774,SNY512_CPHP1126,0.02,L_8M5_SED,1.0,1096.0,0.787,SNY512_CPHP1416,0.094,L_8M5_SED,1.0,367.0,0.42,SNY512_ICPL306,0.007,L_8M5_SED,1.0,1176.0,0.76,SNY512_ITC114,0.021,L_8M5_SED,1.0,1659.0,0.783,SNY512_PIR3022,0.079,L_8M5_SED,1.0,1633.0,0.566,SNY512_SCPL1132,0.006,L_8M5_SED,1.0,1661.0,0.805,SNY512_SCPL1134,0.022,L_8M5_SED,1.0,1659.0,0.782,SNY512_SCPL1431,0.098,L_8M5_SED,1.0,567.0,0.44,SNY512_SRS3013,0.008,L_8M5_SED,1.0,815.0,0.71,TNP512,-0.429,L_8M5_SED,1.0,3482.0,3.236,AME423,263067.0,2026-09-04 04:54:39.370000,AME423_C1,0.177,E_8M5_HM_ETCH,11.0,164.0,0.436,LEO431,279389.0,2026-09-04 05:22:27.544000,LEO431_SPN02,0.016,,1.0,3990.0,0.567
MCQLP020WAE7,8M5CL,D6204420,2026-09-04 06:30:19,TBF457,173452.0,2026-09-04 01:02:16.209000,TBF445,173451.0,2026-09-04 00:47:58.535000,SNY512,277246.0,2026-09-04 02:12:01.409000,SNY512_ADEV151,0.116,L_8M5_SED,1.0,383.0,0.376,SNY512_CADH1121,0.002,L_8M5_SED,1.0,830.0,0.83,SNY512_CHK1,0.077,L_8M5_SED,2.0,3267.0,0.602,SNY512_COT111,0.028,L_8M5_SED,1.0,1675.0,0.754,SNY512_CPHP1113,0.028,L_8M5_SED,1.0,1121.0,0.777,SNY512_CPHP1115,0.021,L_8M5_SED,1.0,1122.0,0.79,SNY512_CPHP1515,0.095,L_8M5_SED,1.0,377.0,0.431,SNY512_ICPL307,0.006,L_8M5_SED,1.0,1162.0,0.754,SNY512_ITC113,0.022,L_8M5_SED,1.0,1673.0,0.782,SNY512_PIR3021,0.081,L_8M5_SED,1.0,1647.0,0.568,SNY512_SCPL1131,0.006,L_8M5_SED,1.0,1679.0,0.807,SNY512_SCPL1133,0.022,L_8M5_SED,1.0,1673.0,0.785,SNY512_SCPL1531,0.1,L_8M5_SED,1.0,565.0,0.452,SNY512_SRS3014,0.01,L_8M5_SED,1.0,810.0,0.728,TNP512,-0.429,L_8M5_SED,2.0,3483.0,3.236,AME423,263067.0,2026-09-04 05:05:40.516000,AME423_C1,0.177,E_8M5_HM_ETCH,14.0,167.0,0.436,LEO431,279389.0,2026-09-04 05:24:39.558000,LEO431_SPN13,0.023,,2.0,3837.0,0.521
KJG0L044WFC3,8M6CL,D6232480,2026-09-04 04:47:48,TBF454,174943.0,2026-09-03 04:55:54.037000,TBF445,174938.0,2026-09-03 04:43:14.092000,SNY511,277586.0,2026-09-03 22:40:07.259000,SNY511_ADEV153,0.035,L_8M6_SED,1.0,556.0,0.34,SNY511_CADH1311,0.034,L_8M6_SED,1.0,672.0,0.423,SNY511_CHK1,0.005,L_8M6_SED,5.0,5299.0,0.499,SNY511_COT131,0.03,L_8M6_SED,2.0,1313.0,0.42,SNY511_CPHP1313,0.041,L_8M6_SED,1.0,883.0,0.406,SNY511_CPHP1315,0.04,L_8M6_SED,1.0,850.0,0.398,SNY511_CPHP1526,0.032,L_8M6_SED,1.0,578.0,0.355,SNY511_ICPL306,0.011,L_8M6_SED,2.0,1897.0,0.676,SNY511_ITC133,0.027,L_8M6_SED,2.0,1312.0,0.406,SNY511_PIR3024,0.015,L_8M6_SED,2.0,1692.0,0.431,SNY511_SCPL1331,0.006,L_8M6_SED,2.0,1319.0,0.434,SNY511_SCPL1333,0.023,L_8M6_SED,2.0,1312.0,0.423,SNY511_SCPL1532,0.026,L_8M6_SED,1.0,882.0,0.38,SNY511_SRS3014,0.007,L_8M6_SED,2.0,1682.0,0.681,TNP511,-0.56,L_8M6_SED,5.0,5633.0,4.065,AME417,256528.0,2026-09-04 00:05:12.184000,AME417_B2,0.67,E_8M8_HM_ETCH,14.0,401.0,0.324,LEO431,279390.0,2026-09-04 00:59:26.379000,LEO431_SPN18,0.081,W_8M12_HM_CLN,1.0,440.0,0.359
KJG0L020WFF7,8M6CL,D6232480,2026-09-04 03:17:43,TBF454,174943.0,2026-09-03 04:56:17.733000,TBF445,174938.0,2026-09-03 04:43:00.366000,SNY511,277586.0,2026-09-03 22:39:43.538000,SNY511_ADEV143,0.048,L_8M6_SED,1.0,553.0,0.321,SNY511_CADH1321,0.016,L_8M6_SED,1.0,647.0,0.428,SNY511_CHK1,0.005,L_8M6_SED,1.0,5295.0,0.499,SNY511_COT131,0.03,L_8M6_SED,1.0,1312.0,0.42,SNY511_CPHP1314,0.041,L_8M6_SED,1.0,873.0,0.419,SNY511_CPHP1316,0.037,L_8M6_SED,1.0,838.0,0.409,SNY511_CPHP1426,0.038,L_8M6_SED,1.0,573.0,0.331,SNY511_ICPL308,0.012,L_8M6_SED,1.0,1858.0,0.672,SNY511_ITC133,0.027,L_8M6_SED,1.0,1311.0,0.406,SNY511_PIR3022,0.015,L_8M6_SED,1.0,1705.0,0.429,SNY511_SCPL1331,0.006,L_8M6_SED,1.0,1318.0,0.434,SNY511_SCPL1333,0.023,L_8M6_SED,1.0,1311.0,0.423,SNY511_SCPL1431,0.04,L_8M6_SED,1.0,905.0,0.375,SNY511_SRS3012,0.007,L_8M6_SED,1.0,1706.0,0.69,TNP511,-0.56,L_8M6_SED,1.0,5629.0,4.065,AME417,256528.0,2026-09-04 00:29:11.776000,AME417_B2,0.67,E_8M8_HM_ETCH,21.0,408.0,0.324,LEO431,279390.0,2026-09-04 00:59:35.638000,LEO431_SPN09,0.042,W_8M12_HM_CLN,1.0,558.0,0.454
KJG0L032WFE1,8M6CL,D6232480,2026-09-04 03:17:43,TBF454,174943.0,2026-09-03 04:56:31.106000,TBF445,174938.0,2026-09-03 04:44:07.102000,SNY511,277586.0,2026-09-03 22:39:52.615000,SNY511_ADEV152,0.048,L_8M6_SED,1.0,567.0,0.343,SNY511_CADH1222,0.138,L_8M6_SED,1.0,355.0,0.265,SNY511_CHK1,0.005,L_8M6_SED,2.0,5296.0,0.499,SNY511_COT122,0.033,L_8M6_SED,1.0,1471.0,0.428,SNY511_CPHP1214,0.162,L_8M6_SED,1.0,487.0,0.316,SNY511_CPHP1216,0.164,L_8M6_SED,1.0,470.0,0.314,SNY511_CPHP1516,0.037,L_8M6_SED,1.0,590.0,0.354,SNY511_ICPL306,0.011,L_8M6_SED,1.0,1896.0,0.676,SNY511_ITC124,0.049,L_8M6_SED,1.0,724.0,0.341,SNY511_PIR3024,0.015,L_8M6_SED,1.0,1691.0,0.431,SNY511_SCPL1232,0.032,L_8M6_SED,1.0,732.0,0.354,SNY511_SCPL1234,0.054,L_8M6_SED,1.0,724.0,0.343,SNY511_SCPL1531,0.04,L_8M6_SED,1.0,908.0,0.387,SNY511_SRS3014,0.007,L_8M6_SED,1.0,1681.0,0.681,TNP511,-0.56,L_8M6_SED,2.0,5630.0,4.065,AME417,256528.0,2026-09-04 00:33:02.472000,AME417_B2,0.67,E_8M8_HM_ETCH,22.0,409.0,0.324,LEO431,279390.0,2026-09-04 00:59:39.641000,LEO431_SPN13,0.075,W_8M12_HM_CLN,1.0,552.0,0.46
KJG0L037WFD2,8M6CL,D6232480,2026-09-04 03:17:43,TBF454,174943.0,2026-09-03 04:56:40.577000,TBF445,174938.0,2026-09-03 04:42:42.237000,SNY511,277586.0,2026-09-03 22:39:57.542000,SNY511_ADEV162,0.049,L_8M6_SED,1.0,563.0,0.344,SNY511_CADH1322,0.021,L_8M6_SED,1.0,648.0,0.441,SNY511_CHK1,0.005,L_8M6_SED,3.0,5297.0,0.499,SNY511_COT132,0.035,L_8M6_SED,1.0,1306.0,0.418,SNY511_CPHP1323,0.024,L_8M6_SED,1.0,863.0,0.426,SNY511_CPHP1326,0.025,L_8M6_SED,1.0,829.0,0.416,SNY511_CPHP1616,0.036,L_8M6_SED,1.0,585.0,0.351,SNY511_ICPL307,0.011,L_8M6_SED,1.0,1877.0,0.683,SNY511_ITC134,0.025,L_8M6_SED,1.0,1307.0,0.409,SNY511_PIR3021,0.015,L_8M6_SED,1.0,1721.0,0.433,SNY511_SCPL1332,0.017,L_8M6_SED,1.0,1312.0,0.437,SNY511_SCPL1334,0.025,L_8M6_SED,1.0,1307.0,0.422,SNY511_SCPL1631,0.038,L_8M6_SED,1.0,892.0,0.381,SNY511_SRS3011,0.008,L_8M6_SED,1.0,1731.0,0.678,TNP511,-0.56,L_8M6_SED,3.0,5631.0,4.065,AME417,256528.0,2026-09-03 23:23:23.313000,AME417_B2,0.67,E_8M8_HM_ETCH,2.0,389.0,0.324,LEO431,279390.0,2026-09-04 00:58:54.171000,LEO431_SPN06,0.075,W_8M12_HM_CLN,1.0,605.0,0.512
KJG0L039WFE3,8M6CL,D6232480,2026-09-04 03:17:43,TBF454,174943.0,2026-09-03 04:57:05.925000,TBF445,174938.0,2026-09-03 04:43:04.878000,SNY511,277586.0,2026-09-03 22:40:02.138000,SNY511_ADEV141,0.035,L_8M6_SED,1.0,583.0,0.348,SNY511_CADH1121,0.162,L_8M6_SED,1.0,364.0,0.249,SNY511_CHK1,0.005,L_8M6_SED,4.0,5298.0,0.499,SNY511_COT111,0.038,L_8M6_SED,1.0,1456.0,0.429,SNY511_CPHP1113,0.159,L_8M6_SED,1.0,501.0,0.283,SNY511_CPHP1115,0.17,L_8M6_SED,1.0,487.0,0.275,SNY511_CPHP1415,0.033,L_8M6_SED,1.0,608.0,0.364,SNY511_ICPL308,0.012,L_8M6_SED,2.0,1859.0,0.672,SNY511_ITC113,0.041,L_8M6_SED,1.0,736.0,0.311,SNY511_PIR3022,0.015,L_8M6_SED,2.0,1706.0,0.429,SNY511_SCPL1131,0.048,L_8M6_SED,1.0,747.0,0.316,SNY511_SCPL1133,0.061,L_8M6_SED,1.0,736.0,0.315,SNY511_SCPL1432,0.026,L_8M6_SED,1.0,883.0,0.381,SNY511_SRS3012,0.007,L_8M6_SED,2.0,1707.0,0.69,TNP511,-0.56,L_8M6_SED,4.0,5632.0,4.065,AME417,256528.0,2026-09-03 23:29:19.172000,AME417_B2,0.67,E_8M8_HM_ETCH,4.0,391.0,0.324,LEO431,279390.0,2026-09-04 00:59:04.301000,LEO431_SPN07,0.071,W_8M12_HM_CLN,1.0,619.0,0.496
HP1SH180JKE1,8M6CL,D6181530,2026-09-04 02:52:05,TBF456,174943.0,2026-09-03 22:57:50.590000,TBF445,174938.0,2026-09-03 22:33:07.061000,SNY512,273659.0,2026-09-04 00:21:14.157000,SNY512_ADEV153,0.087,L_8M5_SED,1.0,354.0,0.418,SNY512_CADH1122,0.008,L_8M5_SED,1.0,815.0,0.849,SNY512_CHK1,0.075,L_8M5_SED,1.0,3229.0,0.664,SNY512_COT112,0.021,L_8M5_SED,1.0,1645.0,0.767,SNY512_CPHP1123,0.02,L_8M5_SED,1.0,1088.0,0.793,SNY512_CPHP1126,0.012,L_8M5_SED,1.0,1088.0,0.804,SNY512_CPHP1526,0.084,L_8M5_SED,1.0,350.0,0.475,SNY512_ICPL306,0.007,L_8M5_SED,1.0,1173.0,0.76,SNY512_ITC114,0.013,L_8M5_SED,1.0,1647.0,0.799,SNY512_PIR3022,0.078,L_8M5_SED,1.0,1613.0,0.623,SNY512_SCPL1132,0.013,L_8M5_SED,1.0,1649.0,0.824,SNY512_SCPL1134,0.015,L_8M5_SED,1.0,1647.0,0.8,SNY512_SCPL1531,0.078,L_8M5_SED,1.0,559.0,0.501,SNY512_SRS3014,0.015,L_8M5_SED,1.0,799.0,0.729,TNP512,-0.403,L_8M5_SED,1.0,3472.0,3.118,AME403,256528.0,2026-09-04 01:24:16.270000,AME403_B1,0.69,E_8M13_HM_ETCH,6.0,367.0,0.394,LEO475,279390.0,2026-09-04 01:52:55.039000,LEO475_SPN22,0.139,W_8M12_HM_CLN,1.0,156.0,0.17
HP1SH181JKB0,8M6CL,D6181530,2026-09-04 02:52:05,TBF456,174943.0,2026-09-03 22:57:58.173000,TBF445,174938.0,2026-09-03 22:31:38.157000,SNY512,273659.0,2026-09-04 00:21:19.231000,SNY512_ADEV162,0.1,L_8M5_SED,1.0,363.0,0.403,SNY512_CADH1111,0.009,L_8M5_SED,1.0,846.0,0.854,SNY512_CHK1,0.075,L_8M5_SED,2.0,3230.0,0.664,SNY512_COT111,0.022,L_8M5_SED,1.0,1664.0,0.771,SNY512_CPHP1113,0.022,L_8M5_SED,1.0,1113.0,0.792,SNY512_CPHP1115,0.013,L_8M5_SED,1.0,1114.0,0.806,SNY512_CPHP1616,0.097,L_8M5_SED,1.0,357.0,0.462,SNY512_ICPL307,0.008,L_8M5_SED,1.0,1159.0,0.758,SNY512_ITC113,0.014,L_8M5_SED,1.0,1662.0,0.8,SNY512_PIR3021,0.078,L_8M5_SED,1.0,1630.0,0.629,SNY512_SCPL1131,0.013,L_8M5_SED,1.0,1668.0,0.829,SNY512_SCPL1133,0.014,L_8M5_SED,1.0,1662.0,0.803,SNY512_SCPL1632,0.091,L_8M5_SED,1.0,534.0,0.507,SNY512_SRS3011,0.062,L_8M5_SED,1.0,836.0,0.722,TNP512,-0.403,L_8M5_SED,2.0,3473.0,3.118,AME403,256528.0,2026-09-04 01:16:28.932000,AME403_B2,0.763,E_8M13_HM_ETCH,4.0,356.0,0.374,LEO475,279390.0,2026-09-04 01:52:47.583000,LEO475_SPN08,0.083,W_8M11_HM_CLN,1.0,244.0,0.301
A2DST017SLF6,8M6CL,D6193290,2026-09-04 01:03:27,TBF456,174943.0,2026-09-01 17:12:40.896000,TBF444,174938.0,2026-09-01 16:33:43.725000,SNY512,277586.0,2026-09-01 17:54:18.862000,SNY512_ADEV162,0.046,L_M6_SED,1.0,485.0,0.181,SNY512_CADH1112,0.002,L_M6_SED,1.0,1149.0,0.417,SNY512_CHK1,0.017,L_M6_SED,1.0,4348.0,0.288,SNY512_COT112,0.013,L_M6_SED,1.0,2275.0,0.373,SNY512_CPHP1123,0.012,L_M6_SED,1.0,1509.0,0.378,SNY512_CPHP1126,0.004,L_M6_SED,1.0,1509.0,0.378,SNY512_CPHP1616,0.043,L_M6_SED,1.0,484.0,0.212,SNY512_ICPL308,0.02,L_M6_SED,1.0,1596.0,0.34,SNY512_ITC114,0.005,L_M6_SED,1.0,2277.0,0.378,SNY512_PIR3022,0.021,L_M6_SED,1.0,2164.0,0.271,SNY512_SCPL1132,0.006,L_M6_SED,1.0,2281.0,0.398,SNY512_SCPL1134,0.006,L_M6_SED,1.0,2277.0,0.379,SNY512_SCPL1632,0.037,L_M6_SED,1.0,709.0,0.211,SNY512_SRS3012,0.026,L_M6_SED,1.0,1094.0,0.311,TNP512,-0.318,L_M6_SED,1.0,4833.0,1.36,AME419,256528.0,2026-09-03 02:13:38.069000,AME419_A1,60.447,,8.0,11.0,,LEO481,279390.0,2026-09-03 03:24:56.285000,LEO481_SPN11,0.107,W_8M6_HM_CLN,1.0,264.0,0.167
A2DST023SLA5,8M6CL,D6193290,2026-09-04 01:03:27,TBF456,174943.0,2026-09-01 17:11:16.756000,TBF444,174938.0,2026-09-01 16:33:52.251000,SNY512,277586.0,2026-09-01 17:54:23.944000,SNY512_ADEV143,0.054,L_M6_SED,1.0,472.0,0.178,SNY512_CADH1121,0.002,L_M6_SED,1.0,1139.0,0.414,SNY512_CHK1,0.017,L_M6_SED,2.0,4349.0,0.288,SNY512_COT111,0.014,L_M6_SED,1.0,2293.0,0.377,SNY512_CPHP1113,0.005,L_M6_SED,1.0,1536.0,0.392,SNY512_CPHP1115,0.004,L_M6_SED,1.0,1537.0,0.39,SNY512_CPHP1426,0.05,L_M6_SED,1.0,472.0,0.209,SNY512_ICPL306,0.02,L_M6_SED,1.0,1629.0,0.354,SNY512_ITC113,0.005,L_M6_SED,1.0,2291.0,0.38,SNY512_PIR3021,0.02,L_M6_SED,1.0,2184.0,0.278,SNY512_SCPL1131,0.006,L_M6_SED,1.0,2299.0,0.4,SNY512_SCPL1133,0.006,L_M6_SED,1.0,2291.0,0.384,SNY512_SCPL1431,0.043,L_M6_SED,1.0,736.0,0.228,SNY512_SRS3013,0.026,L_M6_SED,1.0,1078.0,0.303,TNP512,-0.318,L_M6_SED,2.0,4834.0,1.36,AME419,256528.0,2026-09-03 02:23:29.202000,AME419_A1,60.447,,11.0,14.0,,LEO481,279390.0,2026-09-03 03:24:58.604000,LEO481_SPN19,0.136,W_8M6_HM_CLN,1.0,212.0,0.103
A2DST024SLE7,8M6CL,D6193290,2026-09-04 01:03:27,TBF456,174943.0,2026-09-01 17:13:15.519000,TBF444,174938.0,2026-09-01 16:38:10.953000,SNY512,277586.0,2026-09-01 17:54:29.318000,SNY512_ADEV153,0.059,L_M6_SED,1.0,473.0,0.169,SNY512_CADH1122,0.002,L_M6_SED,1.0,1132.0,0.415,SNY512_CHK1,0.017,L_M6_SED,3.0,4350.0,0.288,SNY512_COT112,0.013,L_M6_SED,2.0,2276.0,0.373,SNY512_CPHP1114,0.004,L_M6_SED,1.0,1524.0,0.386,SNY512_CPHP1116,0.004,L_M6_SED,1.0,1523.0,0.385,SNY512_CPHP1526,0.053,L_M6_SED,1.0,474.0,0.198,SNY512_ICPL307,0.02,L_M6_SED,1.0,1610.0,0.345,SNY512_ITC114,0.005,L_M6_SED,2.0,2278.0,0.378,SNY512_PIR3022,0.021,L_M6_SED,2.0,2165.0,0.271,SNY512_SCPL1132,0.006,L_M6_SED,2.0,2282.0,0.398,SNY512_SCPL1134,0.006,L_M6_SED,2.0,2278.0,0.379,SNY512_SCPL1531,0.037,L_M6_SED,1.0,741.0,0.23,SNY512_SRS3014,0.026,L_M6_SED,1.0,1066.0,0.298,TNP512,-0.318,L_M6_SED,3.0,4835.0,1.36,AME419,256528.0,2026-09-03 03:08:28.001000,AME419_A1,60.447,,23.0,26.0,,LEO481,279390.0,2026-09-03 03:25:29.963000,LEO481_SPN15,0.1,W_8M6_HM_CLN,1.0,288.0,0.134
